raw_index,true_sentiment,encoded_sentiment,Feedback_Clean,svm_sentiment,svm_shap_top_features,bert_sentiment,bert_shap_top_tokens
15711,positive,2,wonderful good,positive,"wonderful, wonderful good, good",positive," good,  wonderful"
8592,neutral,1,do the job cast screen be an issue it do not work apart from it its am amazing tv,neutral,"do the, the job, job, amazing, tv, from, it, an issue, from it, an",neutral," job,  do,  amazing,  t,  cast,  do, v,  it,  apart,  the"
14236,positive,2,perfect product great product to use as book shelf I choose black which be cheap in price thank flipkart,positive,"great product, perfect, great, perfect product, thank, to use, use as, product, in, thank flipkart",positive," great,  perfect,  product,  as,  product, kar,  thank,  use,  flip,  black"
11663,positive,2,wonderful good,positive,"wonderful, wonderful good, good",positive," good,  wonderful"
12527,positive,2,terrific purchase super product,positive,"terrific, super, purchase, terrific purchase, product, super product, purchase super",positive," super, rri, fic,  purchase,  te,  product"
5668,neutral,1,nice normal,neutral,"normal, nice, nice normal",neutral," normal,  nice"
3324,negative,0,do not waste your money very bad,negative,"waste, bad, very bad, not, do not, waste your, your money, your, not waste, money",negative," bad,  waste,  not,  very,  do,  your,  money"
7583,neutral,1,just okay ok,neutral,"okay, just okay, ok, just, okay ok",neutral," just,  ok,  okay"
5617,neutral,1,do the job nice product I m very happy thanku flipkart,neutral,"do the, happy, the job, job, thanku, happy thanku, job nice, product very, very, flipkart",neutral," do,  job,  happy,  very,  thank,  I,  the,  nice, u,  flip"
7258,neutral,1,good quality product must buy product go for it,positive,"must buy, must, for it, for, buy, product, product go, good, go, quality product",positive," buy,  it,  for,  must,  good,  quality,  product,  product,  go"
5225,negative,0,do not meet expectation sound quality be not good average sound in max volume bass volume sound not good,negative,"not good, not, good, average, meet expectation, good average, not meet, sound, meet, do not",negative," not,  not,  good,  expectation,  not,  meet,  sound,  do,  quality,  sound"
5837,neutral,1,not good not as expect,neutral,"not good, not as, good not, expect, as, not, good, as expect",negative," not,  not,  good,  as,  expect"
1625,negative,0,hat it buzz sound come within two daysworst home theaterplease do not buy it,negative,"hat, hat it, do not, not, within, it, home, come, buy it, sound",negative," hat,  it,  not,  buy,  it,  come,  within,  sound,  do,  theater"
8524,neutral,1,slightly disappointed very small size of camphor may be size will double or triple,neutral,"disappointed very, disappointed, small, size, very small, size of, very, may, slightly, double",neutral," slightly,  disappointed,  small,  of,  may,  or,  triple,  very,  camp,  be"
3449,negative,0,expect a well product not function well,negative,"not, well product, product not, expect well, function, well, product, expect, not function",negative," not,  well,  function,  product,  well,  a,  expect"
7739,neutral,1,good 1hour charge 10 mint fly,neutral,"charge, fly, 10, good, mint",neutral," good, hou,  1, r,  charge,  10,  mint,  fly"
3118,negative,0,could be way well the quality of material be not so good as they mention,negative,"not so, so good, quality of, good as, not, they, good, material, material be, the quality",negative," not,  good,  mention,  be,  material,  so,  they,  as,  be,  could"
11806,positive,2,delightful good,positive,"delightful good, delightful, good",positive," good,  delight, ful"
15950,positive,2,terrific purchase wow nice watch nice look nice colour perfect size long size perfect world my fevrate watch love you so much my watch I like it,positive,"perfect, terrific, wow, love, watch, purchase, like, size, terrific purchase, my",positive," perfect, fic, rri,  love,  w,  you,  perfect, ow,  size,  watch"
11508,positive,2,good quality product nice product,positive,"product nice, good, product, quality product, nice, good quality, quality, nice product",positive," nice,  good,  quality,  product,  product"
9343,neutral,1,not good very thin blanket not use for heavy winter,neutral,"thin, very thin, not good, not use, heavy, very, blanket, winter, for heavy, not",neutral," thin,  not,  blanket,  not,  use,  good,  for,  heavy,  winter,  very"
10698,neutral,1,do the job product be good but dolby audio miss,neutral,"but, do the, the job, job, good but, product be, miss, product, audio, do",neutral," job,  do,  good,  miss, lby,  audio,  product,  the,  but,  do"
419,negative,0,not good quality be cheap,neutral,"not good, cheap, be cheap, good quality, quality, good, not, be, quality be",neutral," be,  not,  cheap,  good,  quality"
2327,negative,0,could be way well diffecte,negative,"way, could, be way, way well, could be, be, well",neutral," di, ffe, ct,  way,  well, e,  could,  be"
15857,positive,2,simply awesome its nice,positive,"awesome, simply, its nice, simply awesome, nice, awesome its, its",positive," awesome,  nice,  simply,  its"
914,negative,0,could be way well conspm 25 count very rarely go below 30 not sure about other purifiersair intake do not seem to be powerfulair output vent position seem to be not good and the purified air be be release to back side of the purifierdisplay off feature be set the fan speed to low levelnot able to recognize any visible difference in quality of the airprosbrandbuild quality,negative,"not, low, not good, be, below, off, good, of, seem, quality of",negative," not,  good,  not,  30,  not, sp,  seem,  con,  very,  rarely"
5516,neutral,1,just okay average,neutral,"average, okay, just okay, just, okay average",neutral," just,  average,  okay"
12273,positive,2,simply awesome plate size be a liitle small but the product be really really awesome quality product from cello packing be quite good no chance of damage while ship,positive,"awesome, but, really, simply, simply awesome, product be, cello, plate, damage, be quite",positive," awesome,  but,  awesome,  size,  small,  really,  product,  simply,  be,  really"
12501,positive,2,fabulous very nice product,positive,"fabulous, very nice, fabulous very, nice, product, very, nice product",positive," nice,  f, abulous,  very,  product"
10410,neutral,1,fair do not buy this if you have not wifi router,negative,"fair, not, do not, not wifi, router, if, wifi, buy this, if you, buy",neutral," fair,  not,  buy,  do,  if,  not,  this,  have, r,  route"
6407,neutral,1,not good not grind properly,negative,"not, not good, grind, good, properly, good not, not grind, grind properly",negative," not,  good, d,  grin,  not,  properly"
10098,neutral,1,fair not buy this product guy,neutral,"fair, buy, this product, product, this, fair not, buy this, not, guy, product guy",neutral," fair,  not,  buy,  this,  guy,  product"
13012,positive,2,wonderful overall it be a very good product it be my second first be same,positive,"wonderful, it, overall, be very, product it, second, my, wonderful overall, good, be",positive," wonderful,  good,  very,  be,  overall,  a,  it,  be,  my,  be"
12498,positive,2,wonderful soft,positive,"wonderful, wonderful soft, soft",neutral," wonderful,  soft"
4131,negative,0,bad experience ever in 2 week the product damagedwaste of money do not buy it,negative,"experience ever, ever, bad experience, bad, experience, of money, do not, not, money, of",negative," bad,  not,  experience,  damaged,  of,  ever,  money, was,  do,  product"
15782,positive,2,wonderful I be give four star because of the courier system they refuse to deliver doorstep other than the product be good well pacakge relevant less electricity consumption but u have to wait at least 56 mint to get perfect desirable heated water,neutral,"but, perfect, system, electricity, product be, wonderful, well, heated, to get, but have",neutral," wonderful,  perfect,  wait,  desirable,  have,  get,  u,  but,  to,  of"
55,negative,0,very poor waste of money fake product not effective,negative,"poor, waste, very poor, waste of, of money, not, product not, money, fake, very",negative," poor,  waste,  fake,  not,  product,  effective,  money,  of,  very"
13597,positive,2,classy product the product be look beautifuland fit easily at bathroominstallation facility provide by companythe hot water be store in the machine maximum up to 8 hrs the water be hot within 10 to 15 minute overall the product be very goodpeople can try this product,positive,"classy product, classy, product be, product, by, overall, be very, the product, machine, in the",positive," beautiful,  good,  this,  the, rs,  very,  be, y,  overall,  water"
7351,neutral,1,good do not have bass,neutral,"do not, bass, not have, good do, have, do, good, not",neutral," good,  not,  do,  bass,  have"
13866,positive,2,fabulous just a fabulous product lovely,positive,"fabulous, lovely, product, fabulous product, just, product lovely",positive," lovely,  f,  f, abulous,  product, abulous,  a,  just"
666,negative,0,bad experience ever total 4 time cpu change in 15 month,negative,"experience ever, ever, bad experience, bad, experience, time, month, in 15, change, cpu",negative," bad,  experience,  ever,  total,  4,  time,  15,  change,  in,  c"
6819,neutral,1,do the job ink end very early,neutral,"do the, the job, job, very, early, ink, do, end, the, very early",neutral," do,  job,  the,  early,  ink,  very,  end"
